Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
19910913TXMAH,1991/9/13,Fall,Madison High School,Houston,TX,High,No,Shots fired during large fighter between rival football teams
19910730CAENC,1991/7/30,Summer,Enterprise Middle School,Compton,CA,Middle,Yes,Victim was beat and shot by two gang members in school
19910722CAWEL,1991/7/22,Summer,Westchester High School,Los Angeles,CA,High,Yes,Gang members shot a student outside of school
19910521FLSCP,1991/5/21,Spring,School of Choice,Pahokee,FL,Unknown,Yes,Three students shot following fight the prior night
19910521CAROS,1991/5/21,Spring,Robert A. Millikan Junior High School,Sherman Oaks,CA,Junior High,No,"Victim flashed gang signs at a male in a van outside of school, shooter fired multiple shots killing him "
19910516KSCOK,1991/5/16,Spring,Coronado Middle School,Kansas City,KS,Middle,Yes,Gang-initiation shooting at school
19910510OHFRC,1991/5/10,Spring,Franklin Alternative Middle School,Columbus,OH,Middle,No,"Shooter fired at group of students standing outside the school, previous conflict with the group"
19910423MSHUB,1991/4/23,Spring,Humphrey's County High School,Belzoni,MS,High,Yes,Accidental discharge playing with gun in classroom
19910423CARAC,1991/4/23,Spring,Ralph J. Bunche Middle School,Compton,CA,Middle,Yes,Gang-related shooting in school hallway
19910411SCNOR,1991/4/11,Spring,Northwest High School,Rock Hill,SC,High,Yes,Student commit suicide in school cafeteria after break-up with gf
19910325NCGAC,1991/3/25,Spring,Garinger High School,Charlotte,NC,High,No,Drive-by shooting at end of school day
19910314SCWOP,1991/3/14,Spring,Woodmont High School,Piedmont,SC,High,No,"Following talent show, large fight broke out in school parking lot. 2 shooters fired during fight."
19910313ALSES,1991/3/13,Spring,Selma High School,Selma,AL,High,Yes,Targeted victim after fight the prior weekend
19910219LABON,1991/2/19,Winter,Booker T. Washington High School,New Orleans,LA,High,Yes,Non-student killed on student and injured another in the parking lot. Student killed had 2 grams of crack cocaine in his pocket
19910117TXHOD,1991/1/17,Winter,Hood Middle School,Dallas,TX,Middle,No,Large fight occurred between students from rival neighborhood. Shots fired by two students. One was injured.
19910108TXRIR,1991/1/8,Winter,Richardson High School,Richardson,TX,High,Yes,"Student walked into class room, put .357 into mouth, and commit suicide"
19901213LASAS,1990/12/13,Winter,Salmen High School,Slidell,LA,High,No,"50 rounds fired in school parking lot outside of basketball game by gang members over a drug debt, no injuries"
19901110TXJUD,1990/11/10,Fall,Justin Kimball High School,Dallas,TX,High,No,Teen shot in the neck in the stands during football game
19901030TXNAG,1990/10/30,Fall,Naaman Forest High School,Garland,TX,High,No,Mother of student shot principal for suspending son
19901029INCHC,1990/10/29,Fall,Charlestown High School,Charlestown,IN,High,Yes,Armed student took teacher and 15 students hostage in classroom for 8 hours
19901002TXWHD,1990/10/2,Fall,W H Adamson High School,Dallas,TX,High,No,"Drive-by in school parking lot, vehicle had covered license plate"
19900922ALLEB,1990/9/22,Fall,Legion Field Statium (high school game),Birmingham,AL,High,No,"Two teens shot during football game inside stadium, remainder of game cancelled."
19900911TXSAS,1990/9/11,Fall,Sam Houston High School,San Antonio,TX,High,Yes,Bystander students shot during gang shooting outside of school
19900906GASOC,1990/9/6,Fall,South Forsyth Middle School - High School,Cumming,GA,6-12,Yes,Student took 53 students hostage at gunpoint in classroom for 5.5 hours
19900827TXWHD,1990/8/27,Summer,W H Adamson High School,Dallas,TX,High,Yes,"5 gang members fired shots at a student, all shots missed."
19900827NVELL,1990/8/27,Summer,Eldorado High School,Las Vegas,NV,High,Yes,Gang related shooting involving large group of students
19900824NCMYC,1990/8/24,Summer,Myers Park High School,Charlotte,NC,High,No,Student shot during football game by unknown shooter who fled
19900531TXSUF,1990/5/31,Spring,Sunrise Elementary School,Fort Worth,TX,Elementary,Yes,Teenagers joyriding fired at two elementary school students on a school playground
19900520TNHIC,1990/5/20,Spring,Hickman County High School,Centerville,TN,High,No,Caught trying to set fire to school
19900504CAMOE,1990/5/4,Spring,Mount Pleasant High School,East San Jose,CA,High,Yes,Group of Vietnamese students had Ongoing argument with group of white students
19900403TXSKD,1990/4/3,Spring,Skyline High School,Dallas,TX,High,Yes,Earlier fight escalated into shooting in school hallway
19900327NYNEB,1990/3/27,Spring,New Utrecht High School,Brooklyn,NY,High,Yes,"Racially motivated, three older white students confronted a black student and shot him"
19900220OHTAC,1990/2/20,Winter,Taft High School,Cincinnati,OH,High,No,Struck by bullet while watching fight at school
19900116RICEP,1990/1/16,Winter,Central High School,Providence,RI,High,Yes,Racial shooting between Asian and White students
19891212SCCHC,1989/12/12,Winter,Chester High School,Chester,SC,High,Yes,Targeted victim after fight
19891205TXWWD,1989/12/5,Winter,W W Samuell High School,Dallas,TX,High,Yes,"Gang members fired shots, ricocheted and hit teacher"
19891205PASEM,1989/12/5,Winter,Serra Catholic High School bus,McKeesport,PA,High,No,Shot student in front of him on bus then killed self
19891204LACAS,1989/12/4,Winter,Caddo Magnet High School,Shreveport,LA,High,No,Fight on school bus
19891122CACHO,1989/11/22,Fall,Channel Islands High School,Oxnard,CA,High,No,Fight between rival gang members outside of school
19891115TXWOA,1989/11/15,Fall,Workman Junior High School,Arlington,TX,Junior High,Yes,Shot vice principal in back during dismissal
19891113NYALN,1989/11/13,Fall,Alfred E. Smith High School,New York,NY,High,Yes,"Showing off gun, accidental discharge struck victim in chest"
19891031TXOLD,1989/10/31,Fall,Oliver Wendell Holmes Middle School,Dallas,TX,Middle,Yes,Student shot with bb gun in spine
19891005CALOA,1989/10/5,Fall,Loara High School,Anaheim,CA,High,Yes,Suspect held 35 students in drama class hostage for 40 minutes before surrendering to police
19890918KYJAM,1989/9/18,Fall,Jackson County High School,McKee,KY,High,Yes,"Took class hostage, fired 2 shots, no injuries"
19890911AZDYE,1989/9/11,Fall,Dysart High School,El Mirage,AZ,High,Yes,Accidental discharge while showing off gun in school
19890901VASAV,1989/9/1,Fall,Salem High School,Virginia Beach,VA,High,No,Two teens shot during fight in the parking lot following football game
19890426TXAMD,1989/4/26,Spring,A Maceo Smith High School,Dallas,TX,High,Yes,"Argument about shooter female cousin, fired shots"
19890303INWIG,1989/3/3,Spring,Wirt High School,Gary,IN,High,Yes,Dispute between students in gym class
19890210UTTHK,1989/2/10,Winter,Thomas Jefferson Junior High School,Kearns,UT,Junior High,Yes,Shooter (12YM) fired twice at principal but missed.
19890209IDRIR,1989/2/9,Fall,Rigby Junior High School,Rigby,ID,null,null,Student threatened class with gun then held female student hostage during 1 hour standoff
19890126DCWOW,1989/1/26,Winter,Woodrow Wilson HIgh School,Washington,DC,High,Yes,Escalation of on going fight about a girl
19890117CACLS,1989/1/17,Winter,Cleveland Elementary School,Stockton,CA,Elementary,Yes,"Planned attack, shooter had severe mental illness"
19890105ARHEL,1989/1/5,Winter,Henderson Junior High School,Little Rock,AR,Middle,Yes,19-year-old male shot 16-year-old student on the basketball court as school was opening
19881216VAATV,1988/12/16,Winter,Atlantic Shores Christian School,Virginia Beach,VA,K-12,Yes,Killed two teachers and pointed gun at class but it jammed; bullied extensively
19881122TXABA,1988/11/22,Fall,Abilene Cooper High School,Abilene,TX,High,Yes,Student shot teacher in the face and walked out of classroom
19881107UTGLS,1988/11/7,Fall,Glendale Intermediate School,Salt Lake City,UT,Middle,Yes,Accidental Discharge while showing the gun off in classroom
19881101FLPAJ,1988/11/1,Fall,Paxon High School,Jacksonville,FL,High,Yes,Escalation of ongoing argument
19881007TXDIP,1988/10/7,Fall,Dick Dowling Elementary School,Port Arthur,TX,Elementary,Yes,Shot bus driver in back of head during trip to school
19881007MDSOB,1988/10/7,Fall,Southwestern Senior High School,Baltimore,MD,High,Yes,"Escalation of gang related dispute - victim accidentally shot - not intended target, but reports conflict"
19881006ALMOM,1988/10/6,Fall,Most Pure Heart of Mary School,Mobile,AL,Elementary,Yes,Shot sister in class over dispute about money
19881005MDEDB,1988/10/5,Fall,Edmondson Westside Senior High School,Baltimore,MD,High,Yes,Victim was innocent bystander during argument between two boys in which shots were fired
19881004LAISB,1988/10/4,Fall,Istrouma Senior High School,Baton Rouge,LA,High,,Teacher fired shots at cafeteria worker in parking lot
19881004FLJEJ,1988/10/4,Fall,J E B Stuart Junior High School (bus),Jacksonville,FL,Junior High,No,Shots fired a bus after football game
19881003FLMAM,1988/10/3,Fall,Mascotte Elementary School ,Mascotte,FL,Elementary,Yes,Gunman in camo fired rifle from woods near school striking a girl on the playground
19880926SCOAG,1988/9/26,Fall,Oakland Elementary School,Greenwood,SC,Elementary,Yes,"Mental illness, shooter was not affiliated with school"
19880922ILMOC,1988/9/22,Fall,Moses Montefoire Public School,Chicago,IL,Elementary,Yes,"Shot 6 people (2 cops, 2 garbage workers, 2 school employees) outside school, killed by wounded officer"
19880903TXLID,1988/9/3,Fall,Lincoln High School,Dallas,TX,High,No,Bystander students stuck during shooting at pep rally
19880902NCGAC,1988/9/2,Fall,Garinger High School,Charlotte,NC,High,No,"4 shot at football game, Ongoing dispute with targets"
19880902GAGLA,1988/9/2,Fall,Glen Hills High School,Augusta,GA,High,No,"Shot fired into air during fight, 2 football coaches struck in press box"
19880831SCWEA,1988/8/31,Summer,West Franklin Elementary School,Anderson,SC,Elementary,Yes,Principal shot during robbery outside of school
19880831MICED,1988/8/31,Summer,Central High School,Detroit,MI,High,Yes,Gang-related shooting in school hallway
19880711MSLAJ,1988/7/11,Summer,Lanier High School,Jackson,MS,High,Yes,Gang-related targeted shooting at school
19880710WISIM,1988/7/10,Summer,Siefert Elementary School,Milwaukee,WI,Elementary,No,Adult basketball game at Elementary school turned violent
19880630HIAIO,1988/6/30,Summer,Aiea High School,Oahu,HI,High,Yes,"Argument with teacher, told students he planned to kill teacher"
19880617MIJOD,1988/6/17,Summer,Joy Middle School,Detroit,MI,Middle,Yes,Escalation of ongoing argument
19880602MSWIJ,1988/6/2,Summer,Wingfield High School,Jackson,MS,High,Yes,Gang related shooting outside of school
19880531NYPUB,1988/5/31,Spring,Public School 67,Bronx,NY,Elementary,Yes,Bystander teacher shot during fight outside of school
19880520ILHUW,1988/5/20,Spring,Hubbard Woods Elementary School,Winnetka,IL,Elementary,Yes,Babysitter attempted to burn down school and shot random students
19880516FLFOF,1988/5/16,Spring,Fort Myers Middle School,Fort Myers,FL,Middle,Yes,Targeted shooting of victim involved in prior fight
19880505ILMAC,1988/5/5,Spring,Martin Luther King High School,Chicago,IL,High,Yes,Playing with gun in art class
19880324TXTRA,1988/3/24,Spring,Travis High School,Austin,TX,High,Yes,Student shot at school bus with 9 students - no injuries.
19880323CACAS,1988/3/23,Spring,Cajon High School,San Bernadino,CA,High,Yes,Shot multiple rounds into vice-principals' cars
19880304MILED,1988/3/4,Spring,Lessenger Junior High,Detroit,MI,Junior High,Yes,Playing with gun on school bus
19880226RIBRB,1988/2/26,Winter,Bristol High School,Bristol,RI,High,Yes,"Planned fight with victim, prior fights"
19880211FLPIL,1988/2/11,Winter,Pinellas Park High School,Largo,FL,High,Yes,Confronted by school administrator about weapons
19880202ALWET,1988/2/2,Winter,West End Christian Elementary School,Tuscaloosa,AL,Elementary,Yes,2 men held 84 students and teacher hostage for 12 hours
19880129TXREA,1988/1/29,Winter,Reagan High School,Austin,TX,High,No,Dispute between boyfriend and girlfriend outside of school
19880120LASIR,1988/1/20,Winter,Simsboro High School,Ruston,LA,High,Yes,Male student shot female student in parking lot
19880108PACRM,1988/1/8,Winter,Crawford County Joint Vocational Technical School,Meadville,PA,High,Yes,Reports were unclear - police were not sure if victim was shot by someone else or if he shot himself
19880106FLGAT,1988/1/6,Winter,Gaither High School,Tampa,FL,High,Yes,Suicide in school parking lot
19880105PASPS,1988/1/5,Winter,Springfield High School,Springfield,PA,High,No,Shots fired during basketball game
19871216TXMAK,1987/12/16,Winter,Mayde Creek High School,Katy,TX,High,Yes,Commit suicide in front of class after girl refused to date him
19871215NYGRB,1987/12/15,Winter,Grady Vocational-Technical School,Brighton Beach,NY,High,Yes,Accidental discharge showing off gun
19871204NYEAN,1987/12/4,Winter,East New York High School of Transit Technology,New York,NY,High,Yes,Shooter was hired by victim to kill her / failed attempt
19871202FLENJ,1987/12/2,Winter,Englewood High School,Jacksonville,FL,High,Yes,Shot principals car in parking lot
19871130TXPES,1987/11/30,Fall,Perales Elementary School,San Antonio,TX,Elementary,Yes,"Murder of wife, then shot/killed self in school parking lot"
19871114FLCLC,1987/11/14,Fall,Clearwater High School,Clearwater,FL,High,No,Suicide in school parking lot. Found Saturday by maintenance
19871104MISOD,1987/11/4,Fall,Southwestern High School,Detroit,MI,High,Yes,Shot during robbery attempt
19871031SCANA,1987/10/31,Fall,Andrews High School,Andrews,SC,High,No,8 students wounded when someone fired shotgun into bleachers
19871030NCSOK,1987/10/30,Fall,Southwood Elementary School,Kingston,NC,Elementary,No,Escalation of on going fight about a girl
19871014ILDUC,1987/10/14,Fall,DuSable High School,Chicago,IL,High,Yes,Shooting following ongoing dispute.
19870928ILILL,1987/9/28,Fall,Illiana Christian High School,Lansing,IL,High,Yes,Anger at teacher for reporting him for smoking
19870513ILOAO,1987/5/13,Spring,Oak Lawn Community High School,Oak Lawn,IL,High,Yes,Suicide attempt after being turned down for prom
19870506FLLET,1987/5/6,Spring,Leto High School,Tampa,FL,High,Yes,Shooter shot self in English class for doing poorly in school 
19870506ARMAJ,1987/5/6,Spring,MacAuthur Junior High,Jonesboro,AR,Junior High,Yes,Student shot self in front of class.
19870503INPII,1987/5/3,Spring,Pike Township High School,Indianapolis,IN,High,No,Shooter shot music teacher during foiled burglary at school over weekend
19870430ORGRP,1987/4/30,Spring,Grant High School,Portland,OR,High,Yes,Shooter shot victim during fight
19870416MIMUD,1987/4/16,Spring,Murray-Wright High School,Detroit,MI,High,Yes,Shooter had conflict with two victims a day prior - took gun to school and shot them both 
19870330CAPAS,1987/3/30,Spring,Panorama Elementary School,Santa Ana,CA,Elementary,Yes,"Suicide in front of class, no relation to school"
19870306TXRIE,1987/3/6,Spring,Riverside High School,El Paso,TX,High,Yes,Bystander shot during fight that escalated
19870302MODED,1987/3/2,Spring,Dekalb High School,De Kalb,MO,High,Yes,"Shooter bullied, took out gun in class, shot friend then self"
19870224NYMON,1987/2/24,Winter,Mount Tom Country Day School,New Rochelle,NY,Other,Yes,Parent was target in assassination attempt after dropping daughter off at school
19870213AZORM,1987/2/13,Winter,Orme School,Mayer,AZ,Other,No,Anger over possibly being suspended from school
19870210ARDAD,1987/2/10,Winter,Dardanelle High School,Dardanelle,AR,High,Yes,Shooter shot himself outside during lunch after fight with girlfriend
19870123MIRED,1987/1/23,Winter,Redford High School,Detroit,MI,High,Yes,Ongoing conflict between two students resulted in victim being shot
19870114CALOL,1987/1/14,Winter,Los Angeles High School,Los Angeles,CA,High,Yes,Shooter shot self in head during English class.
19861204MTFEL,1986/12/4,Winter,Fergus High School,Lewistown,MT,High,Yes,Shooter shot French teacher for failing grade
19861008TXSOD,1986/10/8,Fall,South Oak Cliff High School,Dallas,TX,High,Yes,"Fight on bus, older brother of one of the fighters shot the other fighter"
19861003CAMOM,1986/10/3,Fall,Monrovia High School,Monrovia,CA,High,No,Rival gang fight during football game
19860918CABEB,1986/9/18,Fall,Benicia High School ,Benicia,CA,High,Yes,Victim broke up with boyfriend after school so he shot her in school parking lot
19860912CAFAL,1986/9/12,Fall,Fairfax High School,Los Angeles,CA,High,Yes,"Fight broke out in hallway, victim was inadvertently shot in back and killed"
19860517TNMAN,1986/5/17,Spring,Maplewood High School,Nashville,TN,High,Yes,Angry at teacher for kicking him out of class
19860516WYCOC,1986/5/16,Spring,Cokeville Elementary School,Cokeville,WY,Elementary,Yes,"Adult couple held 150 students and teacher hostage, detonated firebomb in cafeteria"
19860515GACAA,1986/5/15,Spring,Carver High School,Atlanta,GA,High,Yes,Accidental - during ROTC rifle practice
19860509NCPIF,1986/5/9,Spring,Pine Forest High School,Fayetteville,NC,High,Yes,Threats to shooter by one of the victims he shot
19860429MOSES,1986/4/29,Spring,Senath-Hornersville High School,Senath,MO,High,Yes,Shooter had been previously bullied by victim before shooting her.
19860423FLCHM,1986/4/23,Spring,Charles Drew Middle School,Miami,FL,Middle,Yes,Long standing feud over a girl
19860306ILTHD,1986/3/6,Spring,Thornridge High School,Dolton,IL,High,Yes,Shot teacher after argument over grades
19860224LABOS,1986/2/24,Winter,Boyet Junior High School,Slidell,LA,Junior High,Yes,Shot himself in head in front of class
19860129MDLAB,1986/1/29,Winter,Lake Clifton High School,Baltimore,MD,High,Yes,"Shooter had been beat up multiple times, shot victim during attack"
19860117CAVAL,1986/1/17,Winter,Vanguard Junior High School,Los Angeles,CA,Junior High,Yes,Fight between students turned into shooting
19860109NCNOD,1986/1/9,Winter,Northern High School,Durham,NC,High,No,Boy infatuated with female classmate kills her in school parking lot
19851210CTPOP,1985/12/10,Winter,Portland Junior High School,Portland,CT,Junior High,Yes,Shooter shot principal after being disciplined for dress code. 
19851209PAARP,1985/12/9,Winter,Archbishop Ryan High School,Philadelphia,PA,High,Yes,Mental patient took 6 people hostage using a starter pistol
19851203NHCOC,1985/12/3,Winter,Concord High School,Concord,NH,High,Yes,"Dropout, Teased by other students, took two hostages"
19851127ALCHB,1985/11/27,Fall,Chelsea School,Birmingham,AL,High,Yes,Friend accidentally shoots friend in school parking lot - feels so bad he then shoots himself
19851126WASPS,1985/11/26,Fall,Spanaway Junior High School,Spanaway,WA,Junior High,Yes,Break up with boyfriend - 1 of the victims
19851022OHSOG,1985/10/22,Fall,Southern Hills Joint Vocational High School,Georgetown,OH,High,Yes,Accidental - Police Officer showing students his weapon - accidental discharge
19851018MIMUD,1985/10/18,Fall,Murray-Wright High School,Detroit,MI,High,No,"Fired shotgun into crowd after football game, involved in earlier fight"
19851008MDLAB,1985/10/8,Fall,Lake Clifton High School,Baltimore,MD,High,No,"Argument with shooter, victim may have pulled pistol"
19850925OHTRT,1985/9/25,Fall,Trotwood-Madison Senior High,Trotwood,OH,High,Yes,Shooter accidentally shot two students while showing off gun.
19850920TXLAC,1985/9/20,Fall,Langham Creek High School,Cypress,TX,High,Yes,"Student fired at principal and another student in cafeteria, bystander struck"
19850909TXWHH,1985/9/9,Fall,Wheatley High School,Houston,TX,High,Yes,Teacher was shot during confrontation with 3 non-students in cafeteria
19850904VAEAR,1985/9/4,Fall,East End Middle School (bus),Richmond,VA,Middle,No,Student pointed empty gun at multiple students on the bus; they taunted him and said he wouldn't shoot for real; shooter loaded the gun and fired one shot striking a female student
19850724TXHIH,1985/7/24,Summer,Highland Park High School,Highland Park,TX,High,Yes,Neighbor was angry about students driving too fast by her house
19850516FLPAB,1985/5/16,Spring,Parrott Junior High School,Brookville,FL,Junior High,Yes,"Shooter shot herself in classroom, upset by breakup with boyfriend"
19850418TNSOS,1985/4/18,Spring,South Pittsburg High School,South Pittsburg,TN,High,Yes,Student shot teacher (ex-girlfriend) three times in the school office
19850416TXMAA,1985/4/16,Spring,MacArthur Senior High School,Aldine,TX,High,Yes,Off duty officer fired at student in dispute over towed car
19850205CTAIH,1985/2/5,Winter,A I Prince Technical High School,Hartford,CT,High,Yes,Shooting stemmed from ongoing conflict over a girl
19850126MASTB,1985/1/26,Winter,St. Gregory's High School,Boston,MA,High,No,Shots during fight between dozen black and white students outside dance
19850121KSGOG,1985/1/21,Winter,Goddard Junior High School,Goddard,KS,Junior High,Yes,Ongoing conflicts with fellow students
19850118TXARA,1985/1/18,Winter,Arlington High School,Arlington,TX,High,Yes,Shot self on stage in front of drama students and teacher
19841207MOEDS,1984/12/7,Winter,Edwardsville High School,St. Louis,MO,High,Yes,Barricaded inside janitors closet for 7 hours
19841126MDMIR,1984/11/26,Fall,Millford Mill High School,Rockdale,MD,High,Yes,Attempted robbery of victim during lunch break
19841109CTWIN,1984/11/9,Fall,Wilbur Cross High School,New Haven,CT,High,Yes,Student shot during argument with 4 students
19841031LAEAG,1984/10/31,Fall,East Ascension High School,Gonzales,LA,High,Yes,Ongoing conflicts with fellow students
19841030SCPEP,1984/10/30,Fall,Pendleton High School,Pendleton,SC,High,Yes,"Shooter at school to see girlfriend - was told to leave, detained, during fight with teachers he shot gun"
19841024OHWEC,1984/10/24,Fall,West Elementary School Bus,Celina,OH,Elementary,No,"Female shooter killed bus driver, fired multiple shots at the bus, and rammed the bus with her car multiple times as a result of a custody dispute"
19841024MISOD,1984/10/24,Fall,Southeastern High School,Detroit,MI,High,Yes,Victim and shooter involved in fight  - gun falls from pants - accidental discharge - strikes victim in leg
19841022MICED,1984/10/22,Fall,Central High School,Detroit,MI,High,Yes,Victims accidentally shot while watching fight at school
19841021PAWYE,1984/10/21,Fall,Wyoming Area High School,Exeter,PA,High,No,Victim shot with pellet gun while practicing with drill team on high school field
19840928TXRIN,1984/9/28,Fall,Richland High School,North Richland Hills,TX,High,Yes,Heavily armed former student fired 30 shots in the school's foyer then surrendered to principal
19840928TXMIH,1984/9/28,Fall,Millsap Elementary School,Houston,TX,Elementary,Yes,Unknown shooter shot 5 grader raising flag at school
19840831LABOS,1984/8/31,Summer,Booker T. Washington High School,Shreveport,LA,High,No,Shooting occurred after football game between gang members and students 
19840710MIMUD,1984/7/10,Summer,Mumford High School,Detroit,MI,High,Yes,Mistaken identity related to gang violence
19840522OHCLC,1984/5/22,Spring,Cleveland Heights High School,Cleveland Heights,OH,High,Yes,Shooter dropped bag with gun inside. Gun went off striking victim
19840518CANON,1984/5/18,Spring,Norco High School,Norco,CA,High,Yes,"Shooter was trying to settle argument, tackled by students"
19840517TXBOH,1984/5/17,Spring,Booker T. Washington High School,Houston,TX,High,Yes,Anger over suspension / fight with girlfriend
19840517IASOP,1984/5/17,Spring,Southeast Polk High School,Pleasant Hill,IA,High,Yes,Shot girlfriend and then self after break-up
19840515MTCMG,1984/5/15,Spring,C M Russell High School,Great Falls,MT,High,Yes,Student shot self in chest in school parking lot
19840426NCROW,1984/4/26,Spring,Rose Hill Magnolia Elementary School,Wallace,NC,Elementary,Yes,Suicide attempt in front of classroom
19840420MIPRD,1984/4/20,Spring,Precious Blood School,Detroit,MI,K-12,Yes,Accidental while showing off gun
19840405LACLC,1984/4/5,Spring,Clinton High School,Clinton,LA,High,Yes,Ongoing conflicts with fellow students
19840224CA49L,1984/2/24,Winter,49th Street Elementary School,Los Angeles,CA,Elementary,Yes,Shot multiple students from house across the street during mental breakdown
19840221TXSHH,1984/2/21,Winter,Sharpstown High School,Houston,TX,High,Yes,Shooter shot teacher twice during lunch
19840206KYCEL,1984/2/6,Winter,Central High School,Louisville,KY,High,Yes,Argument in school hallway led to victim being shot
19840105MDLAB,1984/1/5,Winter,Lake Clifton Senior HIgh School,Baltimore,MD,High,No,Victim argued with 4 other youths on parking lot before being shot
19831216ILBOR,1983/12/16,Winter,Boylan Central Catholic High School,Rockford,IL,High,Yes,Suspect shot German teacher due to previously being disciplined by her.
19831202INCRC,1983/12/2,Winter,Crawfordsville High School,Crawfordsville,IN,High,Yes,Shooter shot victim while in cafeteria taking test.
19831118MDHAB,1983/11/18,Fall,Harlem Park Junior High School,Baltimore,MD,Junior High,Yes,Robbery of Georgetown jacket in school hallway
19831117ILJAC,1983/11/17,Fall,James G. Blaine Elementary School,Chicago,IL,Elementary,Yes,Shooter shot rival gang members during argument over a girl's sweater
19831108MIHIH,1983/11/8,Fall,Highland Park High School,Highland Park,MI,High,Yes,Shooter killed victim with gun after being punched
19831022MDCAB,1983/10/22,Fall,Carver Vocational-Technical Senior High,Baltimore,MD,High,No,Victim purposely shot with starter pistol outside school dance.
19831007CACOL,1983/10/7,Fall,Compton High School,Los Angeles,CA,High,Yes,Victim hit in cross fire of gang shooting
19830930TXTET,1983/9/30,Fall,Temple High School,Temple,TX,High,No,Ongoing conflict for multiple days with victims
19830921MDWAB,1983/9/21,Fall,Walbrook High School,Baltimore,MD,High,Yes,Student accidentally shot self in leg while in class
19830912MIHED,1983/9/12,Fall,Henry Ford High School,Detroit,MI,High,Yes,Fight outside on school grounds turned into shooting. 
19830912CAMAC,1983/9/12,Fall,Manuel Dominguez High School,Compton,CA,High,Yes,Gang fight stemming from weekend fight
19830526PAGRJ,1983/5/26,Spring,Greater Johnstown High School,Johnstown,PA,High,Yes,Accidentally shot self during game of Russian Roulette
19830523OHMAM,1983/5/23,Spring,Mansfield Senior High School,Mansfield,OH,High,Yes,Ongoing conflict over a girl ended with victim shot
19830518FLNOM,1983/5/18,Spring,North Miami Senior High School,Miami,FL,High,Yes,"Shooter confronted victim about a girl, fight ensued, victim shot. "
19830516TXLAD,1983/5/16,Spring,Lake Highland High School,Dallas,TX,High,No,Shot and killed cafeteria worker during robbery
19830516NYBRN,1983/5/16,Spring,Brentwood High School,New York,NY,High,Yes,"Shooter was former teacher, came back to school, took class hostage, shot victim then self."
19830421MOBES,1983/4/21,Spring,Beaumont High School,St. Louis,MO,High,Yes,Victim accidentally shot after stepping between two quarreling teens in school basement restroom
19830331ILSAC,1983/3/31,Spring,Santa Maria InCornata-Santa Lucia School,Chicago,IL,Other,Yes,"Shot at teacher in class and missed, angry about discipline"
19830202NMALA,1983/2/2,Winter,Albuquerque High School,Alburquerque,NM,High,Yes,Victim shot by unknown assailant while on football field
19830201TNRIM,1983/2/1,Winter,Riverdale High School,Murfreesboro,TN,High,No,Shooter on school bus showing off gun when he accidentally shot self
19830131FLDED,1983/1/31,Winter,DeLand High School,DeLand,FL,High,Yes,Suicidal due to known drug problem
19830130TXWEC,1983/1/30,Winter,West Ward School,Coleman,TX,High,No,Two students were playing basketball at school on Sunday - get in argument - shooter kills victim
19830128MDWIB,1983/1/28,Winter,William H. Lemmel Middle School,Baltimore,MD,Middle,Yes,Shooter checked safety on gun in class and accidentally shot self
19830120MOPAB,1983/1/20,Winter,Parkway South Middle School,Baldwin,MO,Middle,Yes,Previous fight with victim; brother was bullied by victims
19830118TXJOH,1983/1/18,Winter,John H. Reagan High School,Houston,TX,High,Yes,Shooter killed wife and shot self in counselor's office
19821220MIFID,1982/12/20,Winter,Finney High School,Detroit,MI,High,Yes,Robbery for a jacket
19821206ALHUH,1982/12/6,Winter,Huntsville High School,Huntsville,AL,High,Yes,Shooter took teacher hostage then shot self in head
19821112MSWIJ,1982/11/12,Fall,Wingfield High School,Jackson,MS,High,Yes,"Boyfriend came into girlfriend's algebra class, shot her with shotgun and killed self"
19821108MICOD,1982/11/8,Fall,Cooley High School,Detroit,MI,High,Yes,Shooter showing gun to friends accidentally goes off striking two students
19821101NYELE,1982/11/1,Fall,Elmont Memorial High School,Elmont,NY,High,Yes,Ongoing conflicts with fellow students
19820915ARSOP,1982/9/15,Fall,South West Middle School,Pine Bluff,AR,Middle,Yes,Student intentionally shot self in head during lunch
19820910VALAB,1982/9/10,Fall,Lake Braddock Secondary School,Burke,VA,Other,Yes,Held 9 students hostage for 21 hours
19820527NVGAL,1982/5/27,Spring,Garside Junior High School,Las Vegas,NV,Junior High,Yes,Two students shot by three males with high powered bb or pellet guns
19820430FLANA,1982/4/30,Spring,Anniston High School,Anniston,FL,High,Yes,Shooting resulted from escalation of ongoing conflict in school parking lot
19820429GARUE,1982/4/29,Spring,Russell High School,East Point,GA,High,Yes,ROTC Student cleaning rifle presumed unloaded - accidental shooting of self
19820415MDFOB,1982/4/15,Spring,Forest Park Senior High School,Baltimore,MD,High,Yes,Youth intruder chased through school shoots teacher before escaping
19820407CODEL,1982/4/7,Spring,Deer Creek Junior High School,Littleton,CO,High,No,"Two students were shooting prairie dogs, one suddenly turned the gun and fatally shot the other"
19820319NVVAL,1982/3/19,Spring,Valley High School,Las Vegas,NV,High,Yes,Thought teacher - victim - wanted him committed to mental hospital
19820317OHLOL,1982/3/17,Spring,Lorain High School,Lorain,OH,High,Yes,"Student carrying bible, pulled out gun during lunch and shot self in stomach"
19820315ORSPS,1982/3/15,Spring,Springfield High School,Springfield,OR,High,Yes,Shooter pulled gun in English class - teachers police tried to talk him out of it - later shot self in bathroom
